clien_ido,clien_cnpjcpf,clien_email,clien_nome,clien_endereco,clien_numero,clien_complemento,clien_datanascimento,clien_sexo,clien_calce,clien_fone_numero,clien_cidade,clien_cep,clien_uf,clien_dataalteracao
5270937356,558.595.392-31,trankristopher@example.org,Leon Bridges,"Endereco: Jones, Huff and Galloway",2339,Complemento: Brooks-Reed,2011-07-22,F,42,(310)562-3219x110,Port Ashley,44540799,RS,2024-04-25 15:00:34.824301
7492903038,120.544.004-67,katherinepotter@example.net,Austin Turner,"Endereco: Smith, Carpenter and Walton",595,"Complemento: Cervantes, Gillespie and Jackson",2003-08-25,F,42,5706137651,Alexberg,46549172,RS,2024-04-25 15:00:34.825946
8306126321,589.931.821-08,barry26@example.org,Victor Guerrero,"Endereco: Fernandez, Barnett and Williams",772,"Complemento: Norton, Gallegos and Gill",1984-01-13,F,42,369.439.6324,Brettbury,13786861,RS,2024-04-25 15:00:34.827224
667047771,536.906.699-01,maria37@example.net,Gary Moore,Endereco: Smith PLC,2961,Complemento: Weaver-Mcgrath,1940-01-16,F,42,203-374-0927x351,Danabury,35427604,RS,2024-04-25 15:00:34.828136
8781945028,453.423.130-07,derrick67@example.net,Catherine Becker,Endereco: Pearson LLC,4460,Complemento: Wood Group,1932-07-08,F,42,201.242.9542x090,South Sierrahaven,25253332,RS,2024-04-25 15:00:34.828966
10995303772,030.928.056-74,michaelhanna@example.net,Randy Lopez,Endereco: Bartlett-Keller,3859,Complemento: Mathis-Hunt,1918-10-30,F,42,(936)988-2643x71237,East Robertchester,39364269,RS,2024-04-25 15:00:34.830424
10947711237,500.155.829-81,harrisscott@example.com,Lauren Moore,Endereco: Barton LLC,4297,Complemento: Holmes-Griffith,1925-02-12,F,42,623-397-5952x5699,New Courtney,84381528,RS,2024-04-25 15:00:34.831851
5236438506,569.620.958-05,caroline19@example.org,Michael Turner,Endereco: Butler-Adams,4731,"Complemento: Evans, Moore and Logan",1980-11-21,F,42,245.844.3422x1384,South Sierra,14051072,RS,2024-04-25 15:00:34.832989
6369603354,150.095.670-83,burtonmatthew@example.com,Patrick Scott,Endereco: Dennis-Morgan,4502,Complemento: Trujillo Ltd,1996-08-12,F,42,348-281-9590x479,New Thomasfurt,23219132,RS,2024-04-25 15:00:34.834037
7459772762,118.164.100-47,cmiranda@example.net,Heather Russell,Endereco: Walker Ltd,3529,"Complemento: Warren, Jones and Flores",1918-03-01,F,42,(351)286-3085x043,Johnathanside,72169459,RS,2024-04-25 15:00:34.835086
1454192779,642.813.093-90,cameronwalker@example.net,Rhonda Leonard,"Endereco: Smith, Rogers and Smith",2827,Complemento: Garcia Ltd,1908-05-15,F,42,001-712-747-7150x02887,Matthewmouth,74748100,RS,2024-04-25 15:00:34.836207
10622790435,304.010.664-36,mshaffer@example.com,Lauren Reynolds,"Endereco: Smith, Raymond and Flores",392,"Complemento: Merritt, Garcia and Myers",1950-03-09,F,42,229-745-0819,Riosbury,32336316,RS,2024-04-25 15:00:34.837526
5746814634,211.116.949-82,prodriguez@example.org,Nicole Lee,"Endereco: Decker, Richardson and Miranda",3079,"Complemento: Kelly, Grant and Brooks",1925-01-25,F,42,920.397.4504x07115,Williambury,60786705,RS,2024-04-25 15:00:34.838762
3716077251,782.493.990-13,timothyfuller@example.net,Brittany Brown,"Endereco: Baker, Tran and Moody",3456,Complemento: Finley-Nixon,1982-10-20,F,42,893-679-9824x78811,Davidfurt,51289807,RS,2024-04-25 15:00:34.839995
8854704012,655.207.458-11,hopkinsgabrielle@example.com,Julie Thomas,"Endereco: Andrews, Richard and Smith",1008,"Complemento: Wang, Walter and Lin",1962-04-22,F,42,(876)865-3796,Michaelburgh,28885036,RS,2024-04-25 15:00:34.841402
4587021583,557.454.580-20,sarah96@example.org,Tracey Shea,Endereco: Randolph and Sons,1840,Complemento: Crawford Inc,1994-04-14,F,42,+1-899-429-7674x660,Beanport,45257714,RS,2024-04-25 15:00:34.842148
6985871967,427.157.683-20,esnyder@example.com,Lynn Glover,Endereco: Stafford-Green,3834,"Complemento: Mills, Miller and Horn",1954-06-07,F,42,001-501-331-3531x02838,Freemanton,74383286,RS,2024-04-25 15:00:34.843102
9714476286,583.928.954-01,aaronlee@example.net,Megan Mendoza,Endereco: Oliver-Everett,2124,Complemento: Vance PLC,1970-01-13,F,42,328-470-4496,New Jesse,56403545,RS,2024-04-25 15:00:34.843919
7372139645,725.219.859-61,elizabethgeorge@example.net,Thomas Anderson,Endereco: Hancock LLC,2953,Complemento: Watts-Pittman,1935-03-25,F,42,(375)677-3578,Farmerland,26412573,RS,2024-04-25 15:00:34.844769
1184959183,219.380.015-40,gmathews@example.com,Aaron Fischer,Endereco: York-Campos,4075,Complemento: Schultz and Sons,1914-07-17,F,42,795-547-8182,Barberhaven,35644785,RS,2024-04-25 15:00:34.845534
5238721043,352.375.983-82,dlee@example.com,Cindy Calhoun,Endereco: Martin Inc,2876,Complemento: Freeman LLC,1945-08-23,F,42,256.507.4821x9759,Thomasstad,13050858,RS,2024-04-25 15:00:34.846266
1575206795,306.347.794-00,reynoldsthomas@example.com,Madison Turner,Endereco: Rodriguez Ltd,192,Complemento: Holder LLC,1980-06-27,F,42,281-615-8443,East Dennisburgh,39947351,RS,2024-04-25 15:00:34.847000
3815641858,757.095.552-82,torrestaylor@example.com,Charles Rivera,"Endereco: Lee, Liu and Martin",2603,"Complemento: Hunt, Ortiz and Walker",1952-03-26,F,42,(747)379-9137x158,Calebshire,12545417,RS,2024-04-25 15:00:34.848099
10949526366,612.657.622-52,xstewart@example.com,Michelle Peterson,"Endereco: Rivas, Ball and Parker",3612,"Complemento: Berry, Johnson and Brock",2012-05-13,F,42,741-714-3696x51121,Johnside,71238656,RS,2024-04-25 15:00:34.849104
2081614520,743.552.312-75,ericrivera@example.org,Jessica Golden,"Endereco: Golden, Gonzalez and Mckenzie",254,Complemento: Cline-Dominguez,2018-07-30,F,42,(352)962-9525,South Bobbyhaven,62244961,RS,2024-04-25 15:00:34.850097
7336915687,000.822.984-83,nathanielwilson@example.org,Clifford Melton,Endereco: Myers LLC,4788,Complemento: Swanson-Parker,1976-04-10,F,42,+1-692-987-1291x884,Lake Willie,54390026,RS,2024-04-25 15:00:34.850888
3229671070,851.153.289-76,michelereyes@example.net,Angela Paul,Endereco: Kim PLC,1127,Complemento: Quinn-Griffin,1920-06-13,F,42,(657)449-0659x61346,South Ashley,32741239,RS,2024-04-25 15:00:34.851717
4641778568,976.067.880-22,tedwards@example.org,Brenda Madden,Endereco: Hawkins-Patrick,1120,"Complemento: Smith, Robinson and Jones",1918-02-22,F,42,6182742949,Stephensfort,39387462,RS,2024-04-25 15:00:34.852673
1117673914,505.048.930-09,wgriffin@example.org,Savannah Perry,Endereco: Boyle PLC,3103,Complemento: Wilkinson Inc,1928-06-15,F,42,291-931-4895x2198,New Christopher,68099594,RS,2024-04-25 15:00:34.853317
7046723629,908.796.469-26,wanderson@example.net,Melissa Werner,"Endereco: Sanders, Rodriguez and Conley",71,Complemento: Powell PLC,1910-01-03,F,42,9845862570,East Jonathanshire,75290377,RS,2024-04-25 15:00:34.854086
6561146161,338.992.951-70,owallace@example.org,Jamie Bradley,"Endereco: Smith, Hogan and Gaines",3144,Complemento: Manning-Morgan,1995-08-27,F,42,357-450-3408,North Josephville,76902077,RS,2024-04-25 15:00:34.854889
10973650543,837.730.410-47,iknight@example.org,Laura Camacho,Endereco: Ingram-Paul,3686,"Complemento: Rivera, Griffin and Diaz",2005-09-30,F,42,981-662-0103x637,Cummingsfurt,32076872,RS,2024-04-25 15:00:34.855718
366316717,558.304.018-19,alexandria30@example.org,Alexis Watson,"Endereco: Lucas, Valdez and Kaufman",2313,Complemento: Weaver Inc,1918-09-28,F,42,(236)432-0783x98589,North Jessicatown,58298263,RS,2024-04-25 15:00:34.856427
3039932377,323.548.187-77,misty61@example.net,Kenneth Martin,Endereco: Mccarthy Ltd,3539,Complemento: Ray-Holloway,1956-03-14,F,42,648.869.9002,Williambury,80221493,RS,2024-04-25 15:00:34.857062
3064746293,738.540.858-34,amybray@example.net,Lisa Robinson,Endereco: Combs Group,4532,"Complemento: Allen, Ho and Smith",2018-07-19,F,42,477-856-1593x67013,South Victoria,69888861,RS,2024-04-25 15:00:34.857893
4553286888,955.054.563-67,amandastark@example.org,Michelle Maynard,"Endereco: Mendoza, Mitchell and Wyatt",1780,"Complemento: Wilson, Quinn and Carson",1932-09-24,F,42,+1-426-252-5519x38125,New Antonioport,39177911,RS,2024-04-25 15:00:34.858876
7557166061,425.048.119-00,jamie37@example.net,Amanda Hudson,Endereco: Fitzpatrick Group,3006,"Complemento: Nelson, Anthony and Cabrera",1933-12-28,F,42,+1-837-494-8826x363,Lindamouth,52044792,RS,2024-04-25 15:00:34.859603
1363295134,631.028.041-44,leonard89@example.org,Melissa Ramsey,"Endereco: Anderson, Garcia and Huffman",4884,Complemento: Burch LLC,1945-08-19,F,42,(622)221-4865x1775,North Davidburgh,41585235,RS,2024-04-25 15:00:34.860333
7569420918,946.350.510-56,montgomeryshannon@example.org,Alex Gordon,"Endereco: Anderson, Small and Lucas",4993,"Complemento: Ritter, Harding and Delacruz",1975-03-25,F,42,738.394.6093x516,South Jamesport,93180002,RS,2024-04-25 15:00:34.861252
7849227412,050.584.913-54,gonzalezheidi@example.com,Susan Wallace,Endereco: Conrad-Cruz,812,Complemento: Greene-Winters,1995-11-13,F,42,(568)337-7128x23452,East Ethan,51890140,RS,2024-04-25 15:00:34.862033
9824769292,552.471.549-67,veronicaharmon@example.net,Kimberly Cooke,Endereco: Allen-Mccormick,1018,"Complemento: Coleman, Jones and Allen",2006-03-02,F,42,390.895.7098x018,Sierramouth,23518649,RS,2024-04-25 15:00:34.862880
5273523638,159.663.087-64,dianabates@example.net,Alexander Bates,Endereco: Wolfe-Thomas,169,"Complemento: Castillo, Wilkerson and Chang",1954-10-26,F,42,7073771670,Larsenmouth,39723120,RS,2024-04-25 15:00:34.863716
9529053841,976.014.466-20,josephgonzalez@example.com,James Maxwell,Endereco: Flores Inc,3558,Complemento: Olsen LLC,1964-05-14,F,42,506-361-3212x40039,East Kelly,98827838,RS,2024-04-25 15:00:34.864226
2601329539,774.245.718-00,phillipstony@example.org,Linda Benjamin,"Endereco: Ball, Frey and Eaton",2392,Complemento: Patel Group,1927-08-25,F,42,(763)879-6070x1515,Elizabethchester,91474839,RS,2024-04-25 15:00:34.864906
345991380,819.046.070-63,terrilewis@example.org,Morgan Le,"Endereco: Patterson, Rose and Thompson",285,Complemento: Atkinson-Lucas,1999-08-30,F,42,912-300-0968x6186,Youngland,88356090,RS,2024-04-25 15:00:34.865665
6021155186,842.109.821-72,chelseaanderson@example.com,Danielle Perez,Endereco: Morris-Smith,605,"Complemento: Sullivan, Greene and Parsons",1957-10-08,F,42,531-373-0772x3265,Port Michael,79773287,RS,2024-04-25 15:00:34.866406
8553181129,068.038.939-36,cody50@example.net,Sara Price,Endereco: Carroll and Sons,1021,Complemento: Cox-Chandler,1985-06-13,F,42,(292)668-9239,Alvarezstad,55066898,RS,2024-04-25 15:00:34.866963
7448395351,439.365.658-05,johnpitts@example.net,Martin Mendez,"Endereco: Green, Cochran and Thomas",4063,"Complemento: Hinton, Jacobson and Garcia",1913-08-15,F,42,3345512212,Lake Thomastown,10338123,RS,2024-04-25 15:00:34.867772
10211474953,150.273.242-43,lclarke@example.com,Lisa Cruz,Endereco: Henderson LLC,1367,Complemento: Evans-Collins,2011-10-20,F,42,(248)650-1781,Scottland,25558177,RS,2024-04-25 15:00:34.868332
10183965836,479.864.502-82,cvang@example.com,John Hernandez,Endereco: Camacho and Sons,850,Complemento: Cooper-Taylor,1955-10-03,F,42,001-831-755-5799,New Cory,81357941,RS,2024-04-25 15:00:34.868863
6337314232,382.267.622-51,mwoodard@example.com,Walter Powers,Endereco: Pierce-Smith,732,Complemento: Haley PLC,1999-01-19,F,42,(921)663-5117,West Justin,26634259,RS,2024-04-25 15:00:34.869428
3221829029,839.912.251-31,xjones@example.com,Stephen Williams,Endereco: Reeves Group,1642,Complemento: Hodges Ltd,2023-10-12,F,42,851.772.5952,South Brad,49061131,RS,2024-04-25 15:00:34.869887
5527775515,095.318.278-93,margaret78@example.com,Rachel Wu,"Endereco: Kelly, Moran and Gray",4079,"Complemento: Garcia, Wright and Welch",1971-04-11,F,42,950.952.2558x961,Lake Claireview,16989287,RS,2024-04-25 15:00:34.870612
6867860303,846.517.723-66,tylerwest@example.org,Tanner Maxwell,Endereco: Guzman Inc,4904,Complemento: Morgan and Sons,1999-08-30,F,42,980.253.7937,East Erinshire,19156718,RS,2024-04-25 15:00:34.871140
3969637964,551.828.618-00,raymondthomas@example.org,Albert Johnson,"Endereco: Foster, Contreras and Hernandez",2884,"Complemento: Jones, Young and Santos",1974-05-02,F,42,8766875344,East Kennethchester,51687960,RS,2024-04-25 15:00:34.871976
5133897921,356.926.590-00,floresrenee@example.net,Michael Murphy,"Endereco: Shaw, Willis and Turner",4813,Complemento: Frederick Inc,1972-04-20,F,42,+1-275-228-9277x565,Jamesshire,84274740,RS,2024-04-25 15:00:34.872648
7370001629,518.468.061-60,aprilrivera@example.net,Christine Campbell,Endereco: Arellano and Sons,2383,Complemento: Anderson-Everett,1928-10-25,F,42,334-531-3520,South Jennifer,65724182,RS,2024-04-25 15:00:34.873243
5018013656,486.528.176-26,lisa49@example.com,Dawn Thomas,"Endereco: Patterson, Thomas and May",1082,"Complemento: Gomez, Tyler and Williams",1982-10-21,F,42,(912)288-6572x6913,Pagehaven,16856118,RS,2024-04-25 15:00:34.873905
8740003753,390.734.911-34,joshuanoble@example.org,Travis Brown,"Endereco: Tran, Price and Glenn",2438,"Complemento: Warner, Thomas and Powers",1916-06-16,F,42,(962)834-0538,Jacobchester,76363351,RS,2024-04-25 15:00:34.874615
9752220794,534.123.023-09,jonesalan@example.net,Melanie Sanchez,"Endereco: Cook, Nielsen and Shepherd",3893,"Complemento: Reed, Lewis and Thomas",1946-12-14,F,42,801.774.7406x779,Butlerside,40544730,RS,2024-04-25 15:00:34.875345
