clien_ido,clien_cnpjcpf,clien_email,clien_nome,clien_endereco,clien_numero,clien_complemento,clien_datanascimento,clien_sexo,clien_calce,clien_fone_numero,clien_cidade,clien_cep,clien_uf,clien_dataalteracao
6160913896,905.586.350-59,cabrerachristian@example.org,Ricardo Vega,Endereco: Salazar PLC,2792,Complemento: Henry-Gray,1976-12-06,F,42,394.213.6478,Brownport,74045390,RS,2024-04-25 15:00:47.238220
796422183,318.443.785-00,whiteheather@example.net,Joseph Armstrong,Endereco: Ramirez-Kennedy,3238,"Complemento: Lawrence, Delgado and Dixon",2009-03-20,F,42,001-314-631-9280x765,Martineztown,71590791,RS,2024-04-25 15:00:47.240057
7894816004,713.339.549-56,joseph22@example.com,Blake Duffy,Endereco: Morgan-Cowan,1490,Complemento: Figueroa-Gonzalez,1934-12-03,F,42,8716783071,New Rachelburgh,78120797,RS,2024-04-25 15:00:47.241202
586919722,793.922.601-05,brownjeremy@example.com,Cynthia Lewis,"Endereco: Martinez, Stone and Thompson",3277,Complemento: Elliott-Pierce,1982-10-11,F,42,5219112260,Jamesbury,57229416,RS,2024-04-25 15:00:47.242485
83657170,125.402.724-60,djordan@example.com,Roger Smith,Endereco: Hurst LLC,2449,Complemento: Davenport-Hayes,1936-05-12,F,42,+1-750-488-0296x96137,Port Tylerside,21282409,RS,2024-04-25 15:00:47.243360
636855723,227.101.891-94,robertjennings@example.net,Joshua Henry,"Endereco: Johnson, Guerrero and Thomas",4784,"Complemento: Mccormick, Robinson and Mendez",1958-02-20,F,42,981.574.3663,Jorgechester,49689326,RS,2024-04-25 15:00:47.244553
3537701767,471.975.339-61,clarkbrian@example.org,Christine Gonzalez,Endereco: Saunders PLC,2683,Complemento: Kennedy PLC,2001-08-04,F,42,555-854-3441,Richardsonmouth,43279152,RS,2024-04-25 15:00:47.245218
312263641,700.904.416-30,thomasjuan@example.org,Abigail Kelley,"Endereco: Anderson, Williams and Ramirez",4669,Complemento: Atkinson-Nelson,1993-02-07,F,42,881-645-0127x25843,South Susanfurt,86700779,RS,2024-04-25 15:00:47.245975
10763799814,964.551.314-60,jason09@example.com,Michael Waters,"Endereco: Wolf, Flores and Nielsen",1695,Complemento: Edwards and Sons,1923-07-16,F,42,(330)712-7710x4692,South Davidland,95146477,RS,2024-04-25 15:00:47.246465
10935752650,720.845.281-43,browndavid@example.com,James Cohen,"Endereco: Adams, Barnett and Arias",757,Complemento: Campbell-Sullivan,2010-08-04,F,42,001-851-833-6645x0499,New Karenchester,64695929,RS,2024-04-25 15:00:47.247045
330588813,629.632.095-76,ibrown@example.com,Brett Francis,"Endereco: Phillips, Butler and Stephens",1224,Complemento: Hampton-Lindsey,1956-01-16,F,42,409.257.9567x93731,West Daniellefort,82517193,RS,2024-04-25 15:00:47.247598
593902592,286.749.209-26,meyerjames@example.com,Tracy Wilkins,"Endereco: Yu, Burns and Miller",1785,Complemento: Leon and Sons,2005-11-20,F,42,216-313-6839x7697,Allisonfort,81267459,RS,2024-04-25 15:00:47.248193
10873883692,087.809.818-60,barkerjacqueline@example.org,Patricia Small,Endereco: Shepard-Jones,2771,"Complemento: Jacobs, Camacho and Estes",2004-08-13,F,42,315-807-4302x3571,Kayleeberg,37702083,RS,2024-04-25 15:00:47.248845
5464411567,824.998.185-57,robertellis@example.com,James Jackson,"Endereco: Wilson, Moore and Bolton",1780,Complemento: Garza PLC,2005-08-13,F,42,(490)862-5824x7892,West Melissa,92298006,RS,2024-04-25 15:00:47.249433
4564263800,065.874.439-90,vwilson@example.org,Melissa Rocha,Endereco: Gonzalez Group,202,"Complemento: Barber, Steele and Dalton",1932-04-15,F,42,001-568-742-8929,Martinton,32317310,RS,2024-04-25 15:00:47.249975
