clien_ido,clien_cnpjcpf,clien_email,clien_nome,clien_endereco,clien_numero,clien_complemento,clien_datanascimento,clien_sexo,clien_calce,clien_fone_numero,clien_cidade,clien_cep,clien_uf,clien_dataalteracao
1952565525,508.574.247-85,ashley48@example.net,Justin Watson,Endereco: Williams Group,4547,Complemento: Horton LLC,2017-02-23,F,42,(572)920-0258x481,Leonardville,23525988,RS,2024-04-25 15:00:22.449457
9670595593,902.874.961-63,sarah36@example.net,Danielle Perkins,Endereco: Tyler-Tran,3281,Complemento: Clark-Elliott,1922-05-15,F,42,001-768-663-8374x54099,New Chase,77842819,RS,2024-04-25 15:00:22.451182
4401264031,807.961.569-13,morganbrent@example.org,Helen Mitchell,Endereco: Brown PLC,2158,Complemento: Fuller-Larson,1966-10-12,F,42,(985)640-6581x80679,North Alexberg,25363195,RS,2024-04-25 15:00:22.452628
543147982,194.789.559-18,kristinjones@example.net,Samantha Russell,"Endereco: Gilbert, Ibarra and Fritz",2346,"Complemento: Buck, Lee and Vazquez",1947-02-18,F,42,872.297.4381,South Jennifermouth,67551223,RS,2024-04-25 15:00:22.454031
2814386467,283.785.068-35,wilsonkim@example.org,John Wright,Endereco: Perez-Anderson,1801,"Complemento: Hughes, Barnett and Simpson",1949-12-19,F,42,5112128631,East Rachelside,81547084,RS,2024-04-25 15:00:22.455280
7018531222,894.736.018-08,marymurray@example.com,David Rose,Endereco: Michael Ltd,788,Complemento: Quinn PLC,1997-03-17,F,42,(756)709-9181,Allisonport,52199938,RS,2024-04-25 15:00:22.456158
7265760036,621.383.797-36,xarmstrong@example.com,Ryan Edwards,"Endereco: Beasley, Kramer and Maxwell",4882,"Complemento: Wolfe, Drake and Lopez",1997-08-19,F,42,302-306-5620x1544,Jamesfurt,20209000,RS,2024-04-25 15:00:22.457398
1021982183,858.575.062-63,anthonyhanson@example.net,Michael Davis,Endereco: Greene PLC,218,Complemento: Gibson Ltd,1916-01-16,F,42,001-784-642-3392,South Michael,82965012,RS,2024-04-25 15:00:22.458281
10316176536,341.582.302-41,sjohnson@example.net,Nicole Hubbard,Endereco: Murphy-Lowe,4764,Complemento: Little Inc,1986-03-31,F,42,(614)482-1465x073,New Scott,59530495,RS,2024-04-25 15:00:22.459150
4374209428,611.442.953-27,peterfrench@example.org,Austin Clay,Endereco: Mccormick-Kent,1478,"Complemento: Swanson, Martin and Petersen",2021-05-08,F,42,001-518-388-6769x2109,Port Cliffordton,62390780,RS,2024-04-25 15:00:22.460357
1786216782,869.107.943-62,juliebrown@example.org,Kelly King,"Endereco: Moran, Harris and Rivera",2966,Complemento: Mora LLC,1987-10-01,F,42,481.477.2549x844,Guerraborough,71536862,RS,2024-04-25 15:00:22.461508
7040861468,220.258.061-16,jasonlowe@example.com,Ashley Austin,Endereco: Smith-Hernandez,89,"Complemento: Chan, Taylor and Hodges",1924-10-07,F,42,001-588-710-9450x172,North Donnashire,29739597,RS,2024-04-25 15:00:22.462710
8613222372,106.578.449-00,david77@example.net,Andre Fitzpatrick,"Endereco: Young, Walker and Taylor",1067,Complemento: Hodge LLC,1995-10-16,F,42,+1-878-509-0396x93538,Crawfordport,67788367,RS,2024-04-25 15:00:22.463738
4688096975,393.259.421-51,ibarracody@example.com,Briana Osborn,"Endereco: West, Duncan and Turner",2321,Complemento: Johnson-Rogers,1963-07-29,F,42,+1-319-216-4022x06580,South Staceytown,68263190,RS,2024-04-25 15:00:22.464842
118629913,923.615.881-10,hheath@example.com,Tiffany Dominguez,Endereco: White-Simmons,796,Complemento: Hill and Sons,1949-09-28,F,42,471.608.7577x745,Nicolemouth,70319559,RS,2024-04-25 15:00:22.465574
1190777764,587.815.669-56,drew36@example.net,Andrew Frost,Endereco: Andrews-Davis,3549,"Complemento: Cooke, Bell and Garcia",1921-09-10,F,42,001-749-950-9273,Cruzborough,90999575,RS,2024-04-25 15:00:22.466492
2127779848,637.120.801-23,ygarrett@example.net,Melissa Malone,"Endereco: Cole, Phillips and Santiago",1779,Complemento: Mclaughlin and Sons,2012-12-02,F,42,001-210-604-6830x759,Kristenburgh,86216302,RS,2024-04-25 15:00:22.467308
