customer_id,customer_cpf,first_name,last_name,birthday,age,shoe_size,email,cellphone,address,address_number,address_complement,town,region,postal_code,country,regsitration_date
5229797732,150.547.729-87,Richard,Hernandez,1976-12-17,47,42,jeremyball@example.net,551-288-8574x394,Address: Harmon,21299,"Complemento: Nelson, Williams and Martinez",West Juanstad,RS,54703436,Brasil,2024-04-25 15:00:34.878425
2621725721,580.021.412-37,Stacy,Schaefer,1958-12-28,65,42,simpsonkimberly@example.net,302.531.7420x21903,Address: Craig,70220,Complemento: Garza-Carpenter,Sandovaltown,RS,16069136,Brasil,2024-04-25 15:00:34.878964
10121914044,421.828.061-48,Robert,Mccarthy,1955-05-27,68,42,joshuahogan@example.net,755-505-4262,Address: Walters,16855,Complemento: Larson PLC,South Courtneymouth,RS,54209913,Brasil,2024-04-25 15:00:34.879416
2507912333,791.164.308-32,Logan,Tanner,2015-06-14,8,42,millercharles@example.org,423-833-2233x526,Address: Hays,11528,Complemento: Jackson LLC,North Juliebury,RS,87660874,Brasil,2024-04-25 15:00:34.879867
4286485790,931.566.868-59,Kristen,Lamb,1913-05-19,110,42,brian47@example.org,+1-251-948-8162x6133,Address: Ray,53535,Complemento: Johnston and Sons,Port Natashahaven,RS,17698104,Brasil,2024-04-25 15:00:34.880262
2959187135,799.841.195-30,Michael,Deleon,1908-08-12,115,42,ashley52@example.com,658-763-8469x63007,Address: Williamson,85348,Complemento: Gay Inc,Ericside,RS,67303727,Brasil,2024-04-25 15:00:34.880658
2847048613,761.733.197-56,Jennifer,Villa,1924-09-19,99,42,kchavez@example.net,4742091007,Address: Garner,4734,Complemento: Watson-Ruiz,New Jack,RS,13358087,Brasil,2024-04-25 15:00:34.881120
9028341512,406.247.503-02,Sean,Palmer,1954-04-04,70,42,hendersoncalvin@example.org,562.384.2832,Address: Gallagher,33054,Complemento: Mckinney-White,New Katherinebury,RS,88972263,Brasil,2024-04-25 15:00:34.881649
2066106613,274.188.137-59,Christine,Barnes,1917-02-01,107,42,omorgan@example.com,001-645-410-0013x4139,Address: Santos,72670,Complemento: Lynch LLC,East Rodneyfurt,RS,54968402,Brasil,2024-04-25 15:00:34.882055
6954033604,084.080.445-83,Kimberly,Parker,1937-01-10,87,42,trujillobrian@example.org,+1-981-747-3483x72341,Address: Craig,17796,Complemento: Gonzalez Inc,West Stephenport,RS,99568253,Brasil,2024-04-25 15:00:34.882503
5264690752,681.365.779-86,Robert,Vance,1966-05-05,57,42,hmaldonado@example.net,535-914-2304,Address: Lozano,19930,Complemento: Anderson PLC,East Jennifer,RS,87434938,Brasil,2024-04-25 15:00:34.882905
9944244520,927.296.857-74,Kenneth,Davis,1997-07-08,26,42,chasewilliams@example.com,001-990-363-7567x81676,Address: Mason,82041,Complemento: Martin-Byrd,East Clifford,RS,67354972,Brasil,2024-04-25 15:00:34.883390
3967012592,590.432.878-81,Tiffany,Tucker,1989-07-21,34,42,raymondreyes@example.com,+1-347-604-9990,Address: Brown,41077,Complemento: Dean Ltd,Downsside,RS,42034593,Brasil,2024-04-25 15:00:34.883807
1699540981,240.392.934-44,Karen,Nguyen,1943-12-02,80,42,zmorris@example.org,940.547.7830x582,Address: Stafford,52840,Complemento: Roberts PLC,Davisbury,RS,24240014,Brasil,2024-04-25 15:00:34.884185
4604719843,539.805.429-55,John,Jones,1944-01-12,80,42,michael39@example.com,803-333-0786x75934,Address: Martin,49402,Complemento: Kline PLC,New Shannonfurt,RS,15429882,Brasil,2024-04-25 15:00:34.884531
10720422779,714.910.687-01,Maxwell,Glenn,1959-07-05,64,42,howardstacey@example.net,(325)957-3103x305,Address: Moreno,68818,"Complemento: Long, Price and Bennett",Jacksonstad,RS,13630428,Brasil,2024-04-25 15:00:34.885058
9386597895,324.712.958-86,Megan,Hernandez,1918-06-17,105,42,christinetran@example.net,001-516-814-1296x1164,Address: Spencer,80796,Complemento: Rodriguez Ltd,Fordhaven,RS,83906805,Brasil,2024-04-25 15:00:34.885476
6876523905,107.650.406-03,Samantha,Hunter,2016-10-01,7,42,allengregory@example.org,694-289-2489x9254,Address: Sherman,45427,"Complemento: George, King and Gentry",North Isaiahbury,RS,16058367,Brasil,2024-04-25 15:00:34.885994
217371459,908.158.701-32,Karen,Moran,1969-04-04,55,42,andrew46@example.org,(231)556-2209,Address: Richardson,75150,Complemento: Zimmerman Group,South Marvinport,RS,87902569,Brasil,2024-04-25 15:00:34.886339
320423728,055.705.403-69,Justin,Robertson,1922-04-22,102,42,mhartman@example.org,736.779.3838,Address: Pierce,39276,Complemento: Haynes-Rios,Hensleybury,RS,33512218,Brasil,2024-04-25 15:00:34.886772
663472071,243.206.060-19,James,Barnes,1924-11-12,99,42,zbrown@example.com,+1-742-327-7865,Address: Peterson,44317,Complemento: Porter Ltd,Markport,RS,59604109,Brasil,2024-04-25 15:00:34.887134
9107463978,131.682.570-10,Alan,Rodriguez,1964-08-06,59,42,fbarrett@example.com,817-742-2672x63753,Address: Walters,39390,"Complemento: Martin, Robertson and Hall",Avilatown,RS,28594542,Brasil,2024-04-25 15:00:34.887630
5144194214,976.419.798-15,Larry,Horne,2017-11-19,6,42,roberthunt@example.org,487-638-7520x2783,Address: Gonzalez,16155,Complemento: Weeks and Sons,New Sandra,RS,40954660,Brasil,2024-04-25 15:00:34.888036
646483916,799.029.543-16,Natalie,Gonzalez,2007-11-23,16,42,matthewconway@example.com,+1-528-977-1465,Address: Carter,28833,"Complemento: Hendricks, Lewis and Larson",West Jenniferview,RS,76774934,Brasil,2024-04-25 15:00:34.888556
1496778047,615.202.735-76,Brianna,Walker,1931-05-17,92,42,kylemorrow@example.net,(577)575-6669,Address: Soto,26304,"Complemento: Williamson, Robinson and Hale",Nancychester,RS,75575875,Brasil,2024-04-25 15:00:34.889075
4172020245,080.667.284-68,Daniel,Campbell,1956-12-30,67,42,ashleelittle@example.org,(663)626-4096x11281,Address: Gray,11127,Complemento: Wood Inc,Brianton,RS,50707155,Brasil,2024-04-25 15:00:34.889476
8036708488,806.542.914-97,Keith,Gonzales,2014-09-02,9,42,ruthreid@example.org,9759338289,Address: May,98471,"Complemento: Cain, James and Parker",Kellyside,RS,37981272,Brasil,2024-04-25 15:00:34.889992
4831935101,674.422.138-80,Kristen,Walker,2004-01-06,20,42,alyssamiller@example.org,5777325348,Address: Cabrera,35478,Complemento: Huerta-Shea,Conwayview,RS,30668843,Brasil,2024-04-25 15:00:34.890460
2440581380,728.411.813-08,Calvin,Sherman,2011-07-07,12,42,kelseyjohns@example.org,3485617941,Address: Mayer,17063,Complemento: Young-Davis,Robertmouth,RS,76349040,Brasil,2024-04-25 15:00:34.890912
3309569129,108.723.593-60,Roy,Diaz,1950-07-01,73,42,zrocha@example.net,9986659084,Address: Berg,87392,Complemento: Odonnell Inc,South Charlotteville,RS,27266043,Brasil,2024-04-25 15:00:34.891261
8192758611,927.497.408-60,David,Evans,2015-03-01,9,42,jamesrogers@example.org,(344)798-5575x0125,Address: Wright,25112,Complemento: Simmons-Bradley,Port Hannah,RS,23512459,Brasil,2024-04-25 15:00:34.891681
3651661866,962.046.975-52,Joann,Hale,1983-09-22,40,42,nathancarter@example.com,8725437096,Address: Elliott,52763,Complemento: Hodge and Sons,Woodwardtown,RS,93627612,Brasil,2024-04-25 15:00:34.892071
10024077152,382.210.267-94,Michelle,Wright,1935-07-29,88,42,whoward@example.net,(583)316-5236,Address: Smith,7999,Complemento: Washington PLC,Lake Michaelchester,RS,68460271,Brasil,2024-04-25 15:00:34.892399
6349953387,823.862.833-48,Lisa,Klein,1948-03-20,76,42,bankstom@example.com,(521)425-4327x5791,Address: Carpenter,47870,"Complemento: Jones, Burton and Smith",Samanthaville,RS,71485116,Brasil,2024-04-25 15:00:34.892879
7579312765,153.839.347-66,Jim,Wright,1961-06-28,62,42,james59@example.net,001-784-506-3359x689,Address: Stein,43492,Complemento: Richmond-Holmes,New Stephanieville,RS,78004650,Brasil,2024-04-25 15:00:34.893244
