customer_id,customer_cpf,first_name,last_name,birthday,age,shoe_size,email,cellphone,address,address_number,address_complement,town,region,postal_code,country,regsitration_date
9055386774,512.558.313-83,Joshua,Kim,1910-12-14,113,42,knguyen@example.com,001-232-469-4835x774,Address: Williams,58980,Complemento: Brown-Foster,Williamsburgh,RS,33922511,Brasil,2024-04-25 15:00:38.991420
8947709924,380.750.565-23,Crystal,Brown,1993-02-23,31,42,danielherrera@example.com,330-333-3018x8736,Address: Melton,81338,Complemento: Buckley-Banks,Kevinhaven,RS,99283882,Brasil,2024-04-25 15:00:38.992092
1035581463,992.755.297-10,Katie,Edwards,2022-01-22,2,42,russell04@example.net,+1-861-376-1657,Address: Reid,20781,Complemento: Martin-Turner,Lake Samantha,RS,67469176,Brasil,2024-04-25 15:00:38.992673
7620423845,333.183.359-24,Elizabeth,Bush,2014-08-06,9,42,ypatterson@example.org,(212)739-7058x057,Address: Briggs,25353,Complemento: Saunders-Bowman,Christopherberg,RS,25416780,Brasil,2024-04-25 15:00:38.993294
5132202186,048.874.513-69,Frederick,Graham,1964-08-31,59,42,bridgetschmidt@example.com,3912243506,Address: Waters,68554,Complemento: Stuart-Holt,Leeton,RS,16264446,Brasil,2024-04-25 15:00:38.993950
1157465346,580.134.809-33,Rebecca,Moses,1944-11-22,79,42,fcruz@example.net,001-904-847-3990x05033,Address: Wilkerson,77721,Complemento: Baker LLC,Murphyburgh,RS,96331206,Brasil,2024-04-25 15:00:38.994432
424485729,304.915.679-10,Karen,James,1937-09-21,86,42,heather69@example.org,(788)691-0533x736,Address: Eaton,55740,"Complemento: Gibson, Logan and Jimenez",Adamland,RS,98807274,Brasil,2024-04-25 15:00:38.995051
4661225788,944.997.843-36,Joseph,Brown,1912-05-28,111,42,paul46@example.org,883-280-1378,Address: Horne,43298,Complemento: Preston-Oconnor,Lopezland,RS,12354094,Brasil,2024-04-25 15:00:38.995581
3812984990,969.717.279-08,Edward,Lowe,2004-07-30,19,42,barajasjill@example.com,757.785.2927,Address: Hunt,47915,"Complemento: Nguyen, Richardson and Oneill",Port Nancy,RS,52434299,Brasil,2024-04-25 15:00:38.996225
9364248542,862.982.317-81,Cameron,Gallagher,2005-08-04,18,42,karen40@example.com,001-964-734-5094x3834,Address: Hicks,22972,Complemento: Ramirez-Floyd,West Dave,RS,67785308,Brasil,2024-04-25 15:00:38.996742
10990151790,586.878.713-76,Richard,Gaines,1966-06-25,57,42,julieshaffer@example.net,+1-986-557-3983,Address: Richardson,42242,"Complemento: Lee, Hobbs and Smith",Bradyburgh,RS,83253706,Brasil,2024-04-25 15:00:38.997435
1349835912,105.163.917-47,Sergio,Hogan,1973-09-15,50,42,brianrodriguez@example.net,984.575.4876,Address: Hernandez,73101,Complemento: Howard-Fisher,Port Samanthafurt,RS,14943429,Brasil,2024-04-25 15:00:38.998013
3944170393,037.117.915-73,Morgan,Gonzalez,1954-02-18,70,42,melinda06@example.net,001-484-819-9021x60280,Address: Mason,71562,Complemento: Dominguez-Vazquez,North Hannahville,RS,29532473,Brasil,2024-04-25 15:00:38.998521
3497502293,220.626.451-04,Barbara,Boyle,1922-02-06,102,42,lynchthomas@example.net,(938)335-3980x64941,Address: Watson,19485,Complemento: Harding-Leonard,West Christinaton,RS,47004927,Brasil,2024-04-25 15:00:38.999112
5159466064,197.140.209-56,Elizabeth,Montgomery,1931-03-06,93,42,michellecarr@example.net,001-388-764-3415,Address: Hale,8247,"Complemento: Williams, Davidson and Murphy",East Craig,RS,55174483,Brasil,2024-04-25 15:00:38.999794
535415596,994.889.643-24,Joshua,Oconnell,1967-05-02,56,42,lauren35@example.com,3576410648,Address: Cunningham,60861,"Complemento: Walker, Williams and Bentley",Kaylaburgh,RS,58615690,Brasil,2024-04-25 15:00:39.000406
3587673473,332.059.942-99,Sarah,Stone,1981-08-01,42,42,andrewbush@example.org,(293)630-6566,Address: Smith,17822,Complemento: Fitzpatrick Inc,Bauerland,RS,21383056,Brasil,2024-04-25 15:00:39.000964
6226390461,880.773.837-69,Paul,Martinez,2007-10-07,16,42,rickymontgomery@example.org,647.956.4471x898,Address: Stanton,9929,Complemento: Armstrong-Erickson,Matthewsland,RS,43781771,Brasil,2024-04-25 15:00:39.001592
4649307312,686.394.674-20,Lauren,Walton,1994-07-01,29,42,carterbrandon@example.net,667-595-2649x5078,Address: Adams,84838,Complemento: Harmon-Harvey,Port Jonathanfurt,RS,83831686,Brasil,2024-04-25 15:00:39.002200
1133374087,125.059.208-93,Anna,Rodriguez,1916-10-30,107,42,jamesteresa@example.org,378-746-6433,Address: Brown,61243,"Complemento: Palmer, Wu and Hensley",Rachelshire,RS,74262500,Brasil,2024-04-25 15:00:39.002878
10868155806,278.432.024-39,Brittany,Morales,1932-10-19,91,42,dwebb@example.org,(594)281-9578x036,Address: Williams,94629,"Complemento: Riley, Flores and Ross",Dawnchester,RS,97927082,Brasil,2024-04-25 15:00:39.003442
4440801332,918.063.107-08,Eric,Nguyen,1986-06-24,37,42,zsanders@example.net,800-575-3379x1856,Address: Hensley,21146,Complemento: Wade-Wong,East Dean,RS,77335290,Brasil,2024-04-25 15:00:39.003939
