customer_id,customer_cpf,first_name,last_name,birthday,age,shoe_size,email,cellphone,address,address_number,address_complement,town,region,postal_code,country,regsitration_date
1439922101,215.275.893-58,Michael,Kim,1997-04-04,27,42,derrick29@example.net,(274)210-3168,Address: Hughes,60335,"Complemento: Martinez, Khan and Rodriguez",Amandafurt,RS,94893694,Brasil,2024-04-25 15:00:51.400353
6835696235,589.539.411-64,Albert,Wilson,1964-05-21,59,42,plawson@example.com,+1-744-726-6673x78510,Address: Henry,64443,"Complemento: House, Johnson and Ewing",Abigailmouth,RS,21192585,Brasil,2024-04-25 15:00:51.400980
3055874552,826.836.268-51,Dustin,Ho,1923-02-20,101,42,cadams@example.net,001-639-238-2275x264,Address: Anderson,37163,Complemento: Marshall PLC,Amyfurt,RS,39613799,Brasil,2024-04-25 15:00:51.401465
4031612003,167.874.130-25,Charles,Becker,1912-07-25,111,42,zmarshall@example.com,6627999649,Address: Mason,55841,Complemento: Pena-Dunn,North Larryport,RS,87620590,Brasil,2024-04-25 15:00:51.402026
9487532850,566.325.578-80,Virginia,Mcbride,1927-02-14,97,42,reynoldslindsey@example.com,652-337-5140x6216,Address: Bailey,76599,Complemento: Grant-Hurst,East Brian,RS,36568433,Brasil,2024-04-25 15:00:51.402632
6100370323,365.833.216-61,Erica,Meyer,2007-01-04,17,42,vreed@example.net,3778490747,Address: Cooper,14616,"Complemento: Moreno, Anderson and Franklin",Valerietown,RS,79383519,Brasil,2024-04-25 15:00:51.403232
5785620638,551.394.271-25,Jesus,Espinoza,1935-10-21,88,42,sara19@example.net,+1-349-572-9791x68631,Address: Lyons,46381,Complemento: Hunt PLC,New Katie,RS,60742600,Brasil,2024-04-25 15:00:51.403670
6605422243,892.522.903-03,Brent,Davis,1960-02-23,64,42,goodmanmelanie@example.net,971-256-7292,Address: Watkins,93964,Complemento: Mendoza Ltd,New Travis,RS,39501322,Brasil,2024-04-25 15:00:51.404181
6380477545,113.882.471-27,Christopher,Calderon,1987-01-30,37,42,donaldvalencia@example.org,001-889-219-3795x957,Address: Rogers,89906,Complemento: Turner Ltd,Brentstad,RS,43877385,Brasil,2024-04-25 15:00:51.404694
1079146868,117.949.851-82,Kenneth,Arellano,2009-12-31,14,42,taylorgonzalez@example.com,905.507.6981x874,Address: Salazar,52837,Complemento: Byrd-Houston,North Brentburgh,RS,17142872,Brasil,2024-04-25 15:00:51.405249
7901136619,272.526.013-23,Adam,Zavala,1966-07-24,57,42,jeffrey45@example.org,001-865-713-2498x76079,Address: Stewart,66107,"Complemento: Valdez, Larsen and Ford",Brettton,RS,97731051,Brasil,2024-04-25 15:00:51.405772
5182948110,271.457.879-97,Scott,Gonzalez,1995-04-28,28,42,jonathanperez@example.net,(612)545-5766,Address: Cline,89524,Complemento: Cobb Group,New Savannahville,RS,35424194,Brasil,2024-04-25 15:00:51.406216
