customer_id,customer_cpf,first_name,last_name,birthday,age,shoe_size,email,cellphone,address,address_number,address_complement,town,region,postal_code,country,regsitration_date
10188507579,660.664.982-07,David,Robinson,2022-05-25,1,42,petersonpaul@example.net,852-517-2165x5131,Address: Carney,63325,"Complemento: Shelton, Freeman and Vargas",Port Shawn,RS,17306163,Brasil,2024-04-25 15:00:47.281293
10476556195,749.473.161-01,Jonathan,Rivera,1964-03-20,60,42,dawn95@example.com,738.995.9897,Address: Hamilton,92059,Complemento: Spencer and Sons,Port Ashley,RS,30470092,Brasil,2024-04-25 15:00:47.281761
5312832828,421.861.779-19,Dakota,Aguirre,1953-01-22,71,42,galvanjeremy@example.com,269.747.2245x43753,Address: Dominguez,12451,"Complemento: Kim, Mills and Boyd",New Mary,RS,89322615,Brasil,2024-04-25 15:00:47.282428
7376280138,741.135.421-04,Tyler,Garcia,1996-08-26,27,42,ybrown@example.com,+1-859-685-0043x958,Address: Daniel,56700,Complemento: Moss Inc,Hillstad,RS,54869422,Brasil,2024-04-25 15:00:47.282920
9677653319,354.146.425-91,Kelly,Gonzalez,2004-07-09,19,42,mbrown@example.org,297-966-6489x2929,Address: Coleman,61428,Complemento: Price Group,South Joseph,RS,27359388,Brasil,2024-04-25 15:00:47.283381
3838739384,559.048.902-49,Alexis,Mccoy,2017-02-14,7,42,millerlinda@example.org,451.721.7803x194,Address: Dunlap,10060,Complemento: Castro-Ray,Danielleburgh,RS,77054288,Brasil,2024-04-25 15:00:47.283972
5175759799,588.755.303-00,Anthony,Johnson,1981-05-29,42,42,stephanieramos@example.com,+1-624-573-3721x6749,Address: Gay,26835,"Complemento: Parker, Patel and Moody",Ashleyside,RS,95467049,Brasil,2024-04-25 15:00:47.284642
6825986573,981.551.774-08,James,Simmons,1963-12-15,60,42,earlgarcia@example.com,+1-757-879-9844,Address: Ibarra,60255,Complemento: Freeman Ltd,East Dennis,RS,43625268,Brasil,2024-04-25 15:00:47.285162
2961602115,183.345.603-38,Carlos,Lyons,1976-06-09,47,42,colleen22@example.com,+1-653-687-8784x6180,Address: Cruz,37561,"Complemento: Mitchell, Carlson and Butler",East Nicholas,RS,70332519,Brasil,2024-04-25 15:00:47.285744
5851727860,173.346.433-64,Corey,Smith,1909-09-07,114,42,chelsea09@example.org,(262)339-1873x4908,Address: Scott,37818,Complemento: Brown Ltd,New Wandaview,RS,31439215,Brasil,2024-04-25 15:00:47.286190
2424202205,061.860.157-00,Olivia,Smith,2003-02-12,21,42,rachel26@example.com,8278007176,Address: Jimenez,20249,"Complemento: Smith, Martinez and Martinez",New Catherinechester,RS,38681173,Brasil,2024-04-25 15:00:47.286767
10469629372,229.418.172-71,Brianna,Payne,1932-09-09,91,42,qwilliamson@example.org,+1-237-294-3059x7772,Address: Simmons,72299,"Complemento: Webb, Snow and Estes",Snyderville,RS,60678778,Brasil,2024-04-25 15:00:47.287404
7446741551,011.533.995-71,Blake,Garcia,1936-12-01,87,42,ochandler@example.com,248.892.2362x815,Address: Rodriguez,58514,"Complemento: Stephenson, Waters and Lee",Wolfefurt,RS,96035727,Brasil,2024-04-25 15:00:47.288023
303770782,078.933.052-07,Ruth,Johnson,2015-01-03,9,42,cassie54@example.org,2873375747,Address: Gay,85373,"Complemento: Conrad, King and Bolton",Floreschester,RS,91486681,Brasil,2024-04-25 15:00:47.288624
6113525942,696.993.068-82,Sandra,Sanchez,1913-07-07,110,42,victoriajackson@example.net,+1-492-754-8190x94098,Address: Taylor,82575,Complemento: Williams-Collins,Michaelside,RS,18601700,Brasil,2024-04-25 15:00:47.289202
6035377707,838.382.000-39,Teresa,Hogan,1921-08-05,102,42,mercadokimberly@example.org,804.346.8171x3937,Address: Hardin,18261,Complemento: Collins Ltd,Port Caleb,RS,28824812,Brasil,2024-04-25 15:00:47.289669
6290540029,936.753.801-49,Kristen,Noble,1914-04-16,110,42,kevinnelson@example.org,+1-876-705-5732x6785,Address: Cooper,20400,"Complemento: Nguyen, Cox and Lee",Walkerborough,RS,96700942,Brasil,2024-04-25 15:00:47.290267
