customer_id,customer_cpf,first_name,last_name,birthday,age,shoe_size,email,cellphone,address,address_number,address_complement,town,region,postal_code,country,regsitration_date
9704297017,019.034.541-15,Christopher,Pittman,2023-05-30,0,42,dkim@example.org,5978235427,Address: Hughes,74970,"Complemento: Warren, Tucker and Snyder",Fordport,RS,51372091,Brasil,2024-04-25 15:00:30.748361
2918479315,823.521.455-54,Garrett,Obrien,2020-10-07,3,42,natalierobbins@example.net,+1-600-686-9400x3277,Address: Perry,73648,"Complemento: Johnson, Shaw and Peterson",New Susanside,RS,83301770,Brasil,2024-04-25 15:00:30.749264
1037257145,754.785.591-13,Megan,Alvarado,1947-08-15,76,42,deborahday@example.com,735.246.0841,Address: Li,91416,Complemento: Wilson PLC,Douglasbury,RS,57831550,Brasil,2024-04-25 15:00:30.749986
5849266792,808.202.974-96,Julie,Thompson,2006-12-30,17,42,ndavis@example.org,001-962-801-6675,Address: Nelson,2924,Complemento: Kelly Inc,South Toddview,RS,90879831,Brasil,2024-04-25 15:00:30.750613
820035060,306.211.359-68,Scott,Murphy,1927-05-01,96,42,tylerthompson@example.com,918.601.2804,Address: Spence,40217,Complemento: Nicholson PLC,West Tammy,RS,33899464,Brasil,2024-04-25 15:00:30.751287
419704570,278.050.559-12,Kelly,Faulkner,1930-07-22,93,42,patricia01@example.net,7728964046,Address: Robbins,91422,Complemento: Anthony PLC,Matthewville,RS,31525521,Brasil,2024-04-25 15:00:30.751893
4224787413,319.877.789-52,Shannon,Brown,1959-12-18,64,42,uhill@example.org,001-431-802-0737x947,Address: Collins,34575,Complemento: Anderson-Smith,Lake Jeremyside,RS,86263388,Brasil,2024-04-25 15:00:30.752602
5782984844,360.302.036-73,Sarah,Parks,1909-05-15,114,42,pbauer@example.org,+1-365-647-4256,Address: Beck,17055,"Complemento: Moore, Arias and Wilson",West Sarahview,RS,22348850,Brasil,2024-04-25 15:00:30.753454
5542079240,796.694.749-14,Kevin,Brooks,1976-06-20,47,42,hendersonkelli@example.net,830-591-5272,Address: Dickerson,87846,Complemento: Barnes Ltd,New Yvonne,RS,73358298,Brasil,2024-04-25 15:00:30.754146
4356970402,685.534.552-20,Wendy,Padilla,1999-10-29,24,42,jorge58@example.org,9927128893,Address: Hutchinson,38378,"Complemento: Garcia, Reese and Martinez",East Carrieburgh,RS,75846504,Brasil,2024-04-25 15:00:30.754965
458209187,323.159.807-98,Charles,Moore,1943-08-03,80,42,fitzgeraldchristopher@example.com,(290)248-7187,Address: Prince,53649,"Complemento: Moore, Williams and Rubio",Howelltown,RS,17480236,Brasil,2024-04-25 15:00:30.755820
2122090600,264.066.086-15,Mason,Miranda,1952-11-10,71,42,kristy40@example.net,+1-483-813-3112x6014,Address: White,11421,"Complemento: Collins, Smith and Gomez",Clarkborough,RS,12015531,Brasil,2024-04-25 15:00:30.756525
4034052536,233.860.953-05,Tanya,Bradford,1961-07-29,62,42,gregorygonzales@example.org,+1-532-464-6492x963,Address: Anderson,52473,Complemento: Wilson LLC,Kingberg,RS,78295208,Brasil,2024-04-25 15:00:30.757159
2507593553,926.097.011-36,Paul,Hardy,2015-12-30,8,42,matthew76@example.org,360-783-1063x83083,Address: Jordan,12117,Complemento: Odonnell Group,Alantown,RS,63630674,Brasil,2024-04-25 15:00:30.757687
4542132456,021.344.705-34,Sabrina,Knox,1918-05-04,105,42,cainangela@example.org,340.361.2669,Address: Bryant,93187,"Complemento: Reed, Allen and Sims",Jessicastad,RS,97497698,Brasil,2024-04-25 15:00:30.758428
7611149409,611.755.653-50,Rebecca,Byrd,1937-02-16,87,42,greenekatherine@example.org,+1-361-702-6963x891,Address: Shelton,70641,Complemento: Maldonado Ltd,West Samantha,RS,14507252,Brasil,2024-04-25 15:00:30.759008
6126164092,910.799.849-09,Keith,Powers,2018-08-11,5,42,powelldeanna@example.net,303.976.7965,Address: Dudley,2474,Complemento: Stephenson-Carr,Lake Dawn,RS,65129265,Brasil,2024-04-25 15:00:30.759676
8613452094,558.160.243-37,Justin,Martinez,2016-12-17,7,42,qharris@example.com,856-282-4293x2267,Address: Duncan,80519,"Complemento: Leach, Sanders and Nguyen",Mariaburgh,RS,23482160,Brasil,2024-04-25 15:00:30.760382
7821776854,671.343.687-00,Brent,Garrett,1944-11-05,79,42,angelasmith@example.org,4904114537,Address: Oneill,6474,Complemento: Gutierrez-Coleman,Scottchester,RS,32880036,Brasil,2024-04-25 15:00:30.761076
4257369436,677.785.411-81,Karen,Turner,1927-06-12,96,42,harpermichael@example.org,(675)537-5437x33277,Address: Bell,61166,Complemento: Haley-Golden,Johnfurt,RS,52849930,Brasil,2024-04-25 15:00:30.761766
