customer_id,customer_cpf,first_name,last_name,birthday,age,shoe_size,email,cellphone,address,address_number,address_complement,town,region,postal_code,country,regsitration_date
9612311732,918.822.911-40,Pamela,Beck,1983-07-02,40,42,angelaperry@example.org,(789)669-1037,Address: Walter,63643,Complemento: Parrish-Browning,North Williamside,RS,84473475,Brasil,2024-04-25 15:00:22.478662
9904921483,216.996.898-90,Jasmine,Price,1912-09-25,111,42,johnrogers@example.net,662.291.7472,Address: Simpson,31105,"Complemento: Leblanc, Ruiz and Dixon",Rebeccaton,RS,47155051,Brasil,2024-04-25 15:00:22.479430
3438983641,158.098.753-27,Eric,Thompson,1914-08-25,109,42,holmesbrian@example.com,(737)931-4373x14620,Address: Edwards,45486,"Complemento: Sullivan, Washington and Fletcher",West Joshua,RS,56153658,Brasil,2024-04-25 15:00:22.480181
6092344313,433.270.474-64,Derrick,Stewart,2008-08-27,15,42,joshuaward@example.com,739-565-4750x85412,Address: Hernandez,83592,Complemento: Savage Inc,West Jamesside,RS,25763786,Brasil,2024-04-25 15:00:22.480773
471204472,098.017.969-60,Jeffrey,Miller,1955-09-28,68,42,ashley77@example.net,+1-720-300-1544x66708,Address: Banks,92181,"Complemento: Johnson, Peters and Sandoval",West William,RS,95450988,Brasil,2024-04-25 15:00:22.481435
5442740009,823.533.742-80,Michelle,Davies,2018-05-02,5,42,donna06@example.net,5468515653,Address: Kennedy,41054,Complemento: Becker Group,Sharpview,RS,51411006,Brasil,2024-04-25 15:00:22.481955
6066507744,212.414.023-02,Jacob,Davis,1926-11-15,97,42,perezmorgan@example.com,3812326200,Address: Hines,35349,Complemento: Vasquez-Lucas,Oconnellberg,RS,87841496,Brasil,2024-04-25 15:00:22.482649
4680801227,558.986.619-72,Amanda,Nicholson,1959-01-01,65,42,kimberlysmith@example.net,602.662.9117x96262,Address: Stevenson,66780,Complemento: Wells PLC,North Andrew,RS,48211415,Brasil,2024-04-25 15:00:22.483245
7264437047,019.739.886-31,Kristin,Barajas,1925-06-26,98,42,medinaroger@example.net,(740)764-7347x4348,Address: Davis,25753,Complemento: Miller-Greer,Paulfurt,RS,31709158,Brasil,2024-04-25 15:00:22.483949
1167827546,162.517.296-60,Javier,Simpson,1923-11-02,100,42,nicole93@example.com,001-676-621-8732x43406,Address: Vazquez,63649,"Complemento: Schneider, Smith and Ritter",Colemanville,RS,26636643,Brasil,2024-04-25 15:00:22.484570
4254383569,707.465.464-75,Erika,Woods,1967-07-23,56,42,kaylalarsen@example.net,663.722.3534,Address: Clark,35234,"Complemento: Thomas, Jackson and Henry",Lake Theresamouth,RS,84138034,Brasil,2024-04-25 15:00:22.485213
4647250915,783.202.921-82,Raymond,Nichols,2021-07-22,2,42,bmiller@example.com,461-470-4264x01127,Address: Gould,8981,Complemento: Soto-Nguyen,West Josetown,RS,22600761,Brasil,2024-04-25 15:00:22.485743
10752603998,249.613.811-36,Jessica,Myers,1944-10-24,79,42,mcbridemichael@example.net,473-680-3944,Address: Hall,98681,"Complemento: Jordan, Taylor and Bell",North Brandyside,RS,89029213,Brasil,2024-04-25 15:00:22.486392
7234526993,440.323.311-20,Anthony,Campbell,1988-04-29,35,42,lisa73@example.net,(323)924-6593x007,Address: Garcia,58393,Complemento: Moreno LLC,Port Timothyside,RS,94952167,Brasil,2024-04-25 15:00:22.486834
