crmclia_ido,crmclia_cpf,crmclia_crmcli_ido,crmclia_nome,crmclia_datanascimento,crmclia_calce,crmclia_sexo,crmclia_email,crmclia_fone_ddd,crmclia_fone_numero,crmclia_cell_ddd,crmclia_cell_numero,crmclia_ender_logradouro,crmclia_ender_numero,crmclia_ender_complemento,crmclia_ender_cidade,crmclia_ender_cep,crmclia_dtins
5623035386,076.824.444-79,1628456a-8fd3-4352-9ef4-cda1a5c9c237,Richard Morrison,1915-12-24,44,M,rcarter@example.net,51,(896)652-4347,51,(229)776-3734x2495,"Logradouro:Harmon, Taylor and Wilson",3509,Complemento: Medina LLC,North Steven,25573019,2024-04-25 15:00:51.407845
654194746,447.042.065-48,96c66693-a812-45e4-b171-7d58db0a266a,Paul Chen,1979-06-06,44,M,zsloan@example.net,51,001-233-757-7665x5002,51,(808)441-2010x241,Logradouro:Martinez LLC,587,Complemento: Green Inc,Lake Erinhaven,87121032,2024-04-25 15:00:51.408285
4680840073,031.219.013-11,67ce8322-7736-4da0-bb3b-064ef4629f24,Brandon Hart,2016-01-16,44,M,riverajoseph@example.net,51,+1-246-875-7368x9378,51,+1-678-280-8880,Logradouro:Stewart-Reynolds,2966,Complemento: Mullins-Gonzalez,Nancymouth,35230237,2024-04-25 15:00:51.408878
6883866902,327.440.270-22,f696bac3-53f4-4496-9ab8-ce918cc75764,Erin Harrison,1994-09-25,44,M,michael98@example.com,51,973-692-8483,51,+1-228-842-8779,"Logradouro:Henderson, Cook and Gonzalez",4194,"Complemento: Allison, Ortega and Holland",Carlosberg,90631014,2024-04-25 15:00:51.409535
3571135902,390.132.195-00,58caba1a-ea22-455d-9c01-a542550d7bbe,William Deleon,1951-09-17,44,M,hphillips@example.net,51,(232)348-8858x38558,51,+1-609-568-1402x6685,"Logradouro:Sullivan, Wallace and Banks",1638,"Complemento: Werner, Mcintosh and Phillips",Yolandamouth,69485690,2024-04-25 15:00:51.410215
2416730108,157.253.204-13,af9d7c56-bedd-49d5-84be-d9968f5110c9,Roger Mann,1994-05-09,44,M,krodriguez@example.org,51,(345)739-6579x1438,51,687-630-9391x3993,"Logradouro:Garcia, Hicks and Velez",1586,"Complemento: Moody, Bush and Austin",Justinstad,96066217,2024-04-25 15:00:51.410891
8211267927,468.843.181-39,f7c73dee-62c3-434e-8132-851188d90d59,Ann Buck,1950-03-10,44,M,brian03@example.com,51,(466)664-9360x231,51,+1-400-850-4023x352,"Logradouro:Jimenez, Williams and Wood",4867,Complemento: Young-Vance,West Nicholas,92885969,2024-04-25 15:00:51.411485
77331092,647.591.533-57,9268b42c-64de-4ac9-9ffb-f9d31746dc2f,Kimberly Miller,1999-09-07,44,M,stephenharrison@example.org,51,+1-209-260-8502x696,51,928-974-5238x54624,Logradouro:Garcia-Hodges,1625,"Complemento: Bradford, Jefferson and Clayton",Chelseaton,58316051,2024-04-25 15:00:51.412147
8048774080,805.369.194-37,369c5934-4a1c-4343-a48c-7ced7718c6be,Jasmine Parker,1987-08-17,44,M,christine35@example.com,51,231-263-6159x50022,51,8466062815,Logradouro:Castillo-Crawford,2516,Complemento: Hunt PLC,Alexanderchester,89551886,2024-04-25 15:00:51.412618
3580900781,410.644.021-00,b7efe63b-e9e9-4da2-8bf0-fffa9096cf92,Allison Patterson,1957-07-14,44,M,jessica13@example.org,51,001-561-464-6408x597,51,001-303-445-7749,Logradouro:Ingram Group,401,Complemento: Davis-Miller,Timothymouth,66211396,2024-04-25 15:00:51.413059
5660245567,755.244.067-87,4902941b-7ea4-4c43-9b94-b02332b11175,Alex Smith,1917-11-29,44,M,greendavid@example.com,51,855.667.2957x6460,51,+1-717-745-1138x654,Logradouro:Johnson-Johnson,786,Complemento: Webb-Campbell,Port Trevor,32848489,2024-04-25 15:00:51.413589
8324582849,264.571.389-00,b71521f6-2ca7-44f0-b59f-b2d26d8d3b8c,William Campbell,2009-05-29,44,M,seanscott@example.org,51,(927)848-4911,51,715.788.4007,Logradouro:Macias Inc,2920,Complemento: Dudley-Bass,West Sallymouth,54408805,2024-04-25 15:00:51.414059
7073350033,204.311.365-80,f1ee1f4d-804b-4e6e-bb57-5e0c07ddc186,Noah Lloyd,1943-06-19,44,M,lbryant@example.com,51,+1-611-473-3994,51,+1-609-668-3755x371,Logradouro:Young-Gross,4281,Complemento: Anthony Ltd,East Stephanie,99345028,2024-04-25 15:00:51.414494
7498674293,618.427.122-92,46835f5b-799d-42e9-98ce-065727969e9c,Joseph Petersen,1926-10-07,44,M,paulgrant@example.org,51,+1-843-771-2213x3588,51,(403)984-9250x55684,"Logradouro:Torres, Lee and Fox",3126,Complemento: Jones Group,North Amytown,65155420,2024-04-25 15:00:51.415027
